Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
63,18-0725-EX1,Transfer from North Lawndale College Prep - Christiana to Capital/Operations - City Wide,Funds Transfer From Project# 2017-66091-ACD To Award# 2017-486-00-11 ; Change Reason : NA,66091 North Lawndale College Prep - Christiana,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$1,235",
64,18-0725-EX1,"Transfer from Magnet, Gifted and IB Programs to Magnet, Gifted and IB Programs",For DePaul IB Summer College academy parking.,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57705 Services - Space Rental,221234 Professional Develop/Curriculum Develp,000000 Default Value,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,54205 Travel Expense,221234 Professional Develop/Curriculum Develp,000000 Default Value,"$1,246",
65,18-0725-EX1,Transfer from Scott Joplin Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2016-22281-NPL To Award# 2016-485-00-04 ; Change Reason : NA,22281 Scott Joplin Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253513 Playlots,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$1,247",
66,18-0725-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Disney II Magnet School,Supplies for Freshman Connection,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,26921 Disney II Magnet School,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,"$1,250",
67,18-0725-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Disney II Magnet School,Instructional Materials for Freshman Connection,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,26921 Disney II Magnet School,"324 Miscellaneous Federal, State & Local Grants",53305 Instructional Materials (Non-Digital),160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,"$1,250",
68,18-0725-EX1,Transfer from Disney II Magnet School to Counseling and Postsecondary Advising - City Wide,Pullign back funds meant for Tilden,26921 Disney II Magnet School,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,"$1,250",
69,18-0725-EX1,Transfer from Disney II Magnet School to Counseling and Postsecondary Advising - City Wide,Pullign back funds meant for Tilden,26921 Disney II Magnet School,"324 Miscellaneous Federal, State & Local Grants",53305 Instructional Materials (Non-Digital),160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,"$1,250",
70,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Burnham Elementary Inclusive Academy,"toilet backup in the floor drain in girl bathroom 1st floor south
Max # 8242622",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,22431 Burnham Elementary Inclusive Academy,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,250",
71,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to TEAM Englewood Community Academy High School,CPS-824-3373 Remove less than 3 linear feet of asbestos due to leaking pipe.,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,49161 TEAM Englewood Community Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,253",
72,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to TEAM Englewood Community Academy High School,CPS8416006 Remove less than 3 linear feet of asbestos in kitchen and hallway by room 140.,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,49161 TEAM Englewood Community Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,253",
73,18-0725-EX1,Transfer from Capital/Operations - City Wide to Minnie Mars Jamieson Elementary School,Funds Transfer From Award# 2018-488-00-01 To Project# 2018-23931-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,253101 Planning And Development,000000 Default Value,23931 Minnie Mars Jamieson Elementary School,488 Series 2017H,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$1,253",
74,18-0725-EX1,Transfer from Capital/Operations - City Wide to Nicholas Senn High School,Funds Transfer From Award# 2017-485-00-11 To Project# 2018-47061-SIP ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,254403 School Furniture & Equipment,000000 Default Value,47061 Nicholas Senn High School,485 CIT PayGo Fund,56302 Capitalized Equipment,009522 Cip Management,000000 Default Value,"$1,259",
75,18-0725-EX1,Transfer from John C Burroughs Elementary School to Facility Opers & Maint - City Wide,Sweeping unused O&M funds to central office.,22481 John C Burroughs Elementary School,230 Public Building Commission O & M,53405 Commodities - Supplies,254032 O&M West,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,254032 O&M West,000000 Default Value,"$1,260",
76,18-0725-EX1,"Transfer from South Shore Intl College Prep High School to Magnet, Gifted and IB Programs",Sweep of IB funds per department head request.,46631 South Shore Intl College Prep High School,115 General Education Fund,54205 Travel Expense,221001 School Instructional Support Services,008005 International Baccalaureate Program,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57915 Miscellaneous - Contingent Projects,119035 Other Instruction Purposes - Miscellaneous,000000 Default Value,"$1,262",
77,18-0725-EX1,Transfer from Instructional Supports to Safety and Security - City Wide,Transfer to cover cost of Red Jacket Security for AC Programs SY2017-18,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150009 Debate - Middle School,000000 Default Value,10615 Safety and Security - City Wide,115 General Education Fund,57940 Miscellaneous Charges,254605 School Safety Services,000000 Default Value,"$1,264",
78,18-0725-EX1,"Transfer from Magnet, Gifted and IB Programs to Magnet, Gifted and IB Programs",Smart TV for Claremont STEM lab.,"10845 Magnet, Gifted and IB Programs","324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,500309 Magnet Schools Assistance Program (Cpsmsap) Fy18,"10845 Magnet, Gifted and IB Programs","324 Miscellaneous Federal, State & Local Grants",55005 Property - Equipment,119017 Science,500309 Magnet Schools Assistance Program (Cpsmsap) Fy18,"$1,266",
79,18-0725-EX1,Transfer from Capital/Operations - City Wide to Eugene Field Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-23211-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23211 Eugene Field Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,271",
80,18-0725-EX1,Transfer from Eugene Field Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-23211-ROF To Award# 2018-488-00-10 ; Change Reason : NA,23211 Eugene Field Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$1,271",
81,18-0725-EX1,Transfer from Paul Cuffe Math-Science Technology Academy ES to Facility Opers & Maint - City Wide,Sweeping unused O&M funds to central office.,23881 Paul Cuffe Math-Science Technology Academy ES,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,274",
82,18-0725-EX1,"Transfer from Roald Amundsen High School to Magnet, Gifted and IB Programs",Sweep of IB funds per department head request.,46031 Roald Amundsen High School,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221234 Professional Develop/Curriculum Develp,008005 International Baccalaureate Program,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57915 Miscellaneous - Contingent Projects,119035 000000,,"$1,275","Other Instruction Purposes - Miscellaneous
Default Value"
83,18-0725-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Sarah E. Goode STEM Academy,Supplies for Freshman Connection,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,46611 Sarah E. Goode STEM Academy,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,"$1,280",
84,18-0725-EX1,"Transfer from William J Bogan High School to Magnet, Gifted and IB Programs",Sweep of IB funds per department head request.,46041 William J Bogan High School,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221001 School Instructional Support Services,008005 International Baccalaureate Program,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57915 Miscellaneous - Contingent Projects,119035 000000,,"$1,282","Other Instruction Purposes - Miscellaneous
Default Value"
85,18-0725-EX1,Transfer from Capital/Operations - City Wide to Teachers Academy for Mathematics and Science (TAMS) Training - City Wide,Funds Transfer From Award# 2017-427-00-31 To Project# 2018-11060-OEN-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,427,56310,009506 000000,,"11060 Teachers Academy for Mathematics and Science
(TAMS) Training - City Wide",427 CIP Series 2016B,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,288","CIP Series 2016B
Capitalized Construction
Asset Management Repairs
Default Value"
86,18-0725-EX1,Transfer from Dr. Martin L. King Jr Academy of Social Justice to Capital/Operations - City Wide,Funds Transfer From Project# 2016-26371-NPL To Award# 2016-485-00-04 ; Change Reason : NA,26371 Dr. Martin L. King Jr Academy of Social Justice,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253513 Playlots,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$1,294",
87,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Wendell Smith Elementary School,"maximo # 8414960 provide technician for the day to trouble shoot issue with various roof top units. unit 1,3,5",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,23641 Wendell Smith Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,295",
88,18-0725-EX1,Transfer from Northside College Preparatory High School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-46061-BAS To Award# 2018-436-00-08 ; Change Reason : NA,46061 Northside College Preparatory High School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000057 Fund 436 Spend Down,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009516 Sodexo - Cip,000057 Fund 436 Spend Down,"$1,300",
89,18-0725-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Nicholas Senn High School,Supplies for Freshman Connection,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,47061 Nicholas Senn High School,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,"$1,300",
