Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
55,19-0522-EX1,Transfer from Noble - Muchin College Prep to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,66573 Noble - Muchin College Prep,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$1,130",
56,19-0522-EX1,Transfer from Department of JROTC to Albert G Lane Technical High School,Transfer needed for cadet transportation to events.,05261 Department of JROTC,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000000 Default Value,46221 Albert G Lane Technical High School,115 General Education Fund,54210 Pupil Transportation,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,150","12
"
57,19-0522-EX1,Transfer from Capital/Operations - City Wide to John Whistler Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-25831-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,25831 John Whistler Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,155",
58,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to St William School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title III programs,12625 Grant Funded Programs Office - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,69300 St William School,356 ELL & Bilingual Programs,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,"$1,164",
59,19-0522-EX1,Transfer from Charles P Steinmetz College Preparatory HS to Education General - City Wide,FY19 Fund 124 Reimbursable Position - Sweeping Funds for Position 554859,46291 Charles P Steinmetz College Preparatory HS,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000388 Cellular Revenue,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$1,170",
60,19-0522-EX1,Transfer from Early College and Career - City Wide to Lake View High School,Transfer funds for seminar and fees .,13727 Early College and Career - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 439606,,46211 Lake View High School,"324 Miscellaneous Federal, State & Local Grants","54505 Seminar, Fees, Subscriptions, Professional
Memberships",125023 Stem - Extended Student Learning,439606 Critical Mass Year 6,"$1,185","Improvement Of Instruction
Critical Mass Year 6"
61,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to St Francis Borgia School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69105 St Francis Borgia School,353 Title II - Teacher Quality,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,196",
62,19-0522-EX1,Transfer from Teaching and Learning Office to Teaching and Learning Office,Transfer of funds for instructional materials.,10810 Teaching and Learning Office,115 General Education Fund,54215 Car Fare,119064 Oip - Physical Education,000000 Default Value,10810 Teaching and Learning Office,115 General Education Fund,53305 Instructional Materials (Non-Digital),119064 Oip - Physical Education,000000 Default Value,"$1,200",
63,19-0522-EX1,Transfer from Capital/Operations - City Wide to Hope College Preparatory High School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-49091-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,49091 Hope College Preparatory High School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,"$1,200",
64,19-0522-EX1,Transfer from Teaching and Learning Office to Teaching and Learning Office,Transfer of funds for professional development services.,10810 Teaching and Learning Office,115 General Education Fund,53305 Instructional Materials (Non-Digital),119064 Oip - Physical Education,000000 Default Value,10810 Teaching and Learning Office,115 General Education Fund,54125 Services - Professional/Administrative,119064 Oip - Physical Education,000000 Default Value,"$1,200",
65,19-0522-EX1,Transfer from Noble - UIC College Prep to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,66147 Noble - UIC College Prep,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$1,201","14
"
66,19-0522-EX1,Transfer from Office of Catholic Schools to Our Lady Of Guadalupe School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic",69220 Our Lady Of Guadalupe School,358 Title IV,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","$1,205",
67,19-0522-EX1,Transfer from GFP/Other Private Schools to Altus Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69103 GFP/Other Private Schools,358 Title IV,54125 Services - Professional/Administrative,370007 Nonpublic Homeschool/Other,"440045 Title Iv, Part A - Nonpublic",69323 Altus Academy,358 Title IV,53405 Commodities - Supplies,228950 Federal - Nonpublic Inst (Independent),"440045 Title Iv, Part A - Nonpublic","$1,227",
68,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to St Viator School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title III programs,12625 Grant Funded Programs Office - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,69294 St Viator School,356 ELL & Bilingual Programs,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,"$1,230",
69,19-0522-EX1,Transfer from Capital/Operations - City Wide to Rueben Salazar Elementary Bilingual Center,Funds Transfer From Award# 2017-486-00-02 To Project# 2017-30101-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,30101 Rueben Salazar Elementary Bilingual Center,486 CIT Bond Fund,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$1,236",
70,19-0522-EX1,Transfer from Capital/Operations - City Wide to Martha Ruggles Elementary School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-25181-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,25181 Martha Ruggles Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,244","15
"
71,19-0522-EX1,Transfer from Capital/Operations - City Wide to Charles Sumner Math & Science Community Acad ES,Funds Transfer From Award# 2019-488-00-01 To Project# 2019-31221-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,31221 Charles Sumner Math & Science Community Acad ES,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,250",
72,19-0522-EX1,Transfer from Early Childhood Development - City Wide to Josephine C Locke Elementary School,Replacement computer for preschool SpEd teacher.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,54125 Services - Professional/Administrative,410001 Payment To Other Government Units,"376670 State Preschool For All Age 3-5 Community
Partnerships Fy19",24231 Josephine C Locke Elementary School,362 Early Childhood Development,55005 Property - Equipment,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$1,255",
73,19-0522-EX1,Transfer from Department of JROTC to Roger C Sullivan High School,Transfer needed for Orienteering transportation.,05261 Department of JROTC,115 General Education Fund,54210 Pupil Transportation,113119 Rotc - Hs,000000 Default Value,46301 Roger C Sullivan High School,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,297",
74,19-0522-EX1,Transfer from GFP/Other Private Schools to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69103 GFP/Other Private Schools,358 Title IV,54125 Services - Professional/Administrative,370007 Nonpublic Homeschool/Other,"440045 Title Iv, Part A - Nonpublic",70140 Independent Schools Of Chicago,358 Title IV,53405 Commodities - Supplies,228950 Federal - Nonpublic Inst (Independent),"440045 Title Iv, Part A - Nonpublic","$1,300","16
"
75,19-0522-EX1,Transfer from Social and Emotional Learning to Social and Emotional Learning,School Bus services needed,10895 Social and Emotional Learning,115 General Education Fund,54520 Services - Printing,231001 Student Discipline,000000 Default Value,10895 Social and Emotional Learning,115 General Education Fund,54210 Pupil Transportation,231001 Student Discipline,000000 Default Value,"$1,300",
76,19-0522-EX1,Transfer from Family & Community Engagement Office to Information & Technology Services,"SOW 8256 - Sullivan HS PU-SCTASK0178268 RITM0171463 Low Voltage work $ 1,305.37 Quote Grand Total $ 1,305.37 to install
1 DID line, 1 fax line and 1 data drop for printer and lease and install new 4015 in Rm 135.",14060 Family & Community Engagement Office,115 General Education Fund,55005 Property - Equipment,321850 Community Relations,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,54405 Services - Telephone & Telegraph,254501 Telecom (Non E-Rate),000000 Default Value,"$1,305",
77,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to St Paul Lutheran School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69332 St Paul Lutheran School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430222 Nonpublic Inst. & Supp. Serv. - Lutheran,"$1,354",
78,19-0522-EX1,Transfer from Capital/Operations - City Wide to Frederick Stock Elementary School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-30081-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,30081 Frederick Stock Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,360","17
"
79,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to St Bruno School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69064 St Bruno School,353 Title II - Teacher Quality,55005 Property - Equipment,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,367",
80,19-0522-EX1,Transfer from Noble - Golder College Prep to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,66145 Noble - Golder College Prep,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$1,378",
81,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Joan Dachs Bais Yaakov Elem,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69314 Joan Dachs Bais Yaakov Elem,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370013 Federal - Idea Nonpublic (Jewish),462072 Lea Flowthru Instruction - Nonpublic,"$1,380",
82,19-0522-EX1,Transfer from Capital/Operations - City Wide to Augustus H Burley Elementary School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-22421-OLP-2 ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,22421 Augustus H Burley Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,385",
83,19-0522-EX1,Transfer from Office of Catholic Schools to St Symphorosa School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic",69280 St Symphorosa School,358 Title IV,55005 Property - Equipment,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","$1,396","18
"
84,19-0522-EX1,Transfer from Early College and Career - City Wide to Benito Juarez Community Academy High School,Funds are needed to purchase culinary supplies for CTE's Culinary Arts program at Juarez.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46421 Benito Juarez Community Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140505 Culinary Arts,474566 Special Student Needs-C. Perkins Fy19,"$1,400",
